_id,l_id,r_id
44163,327,19829
44164,641,19829
44165,653,19829
44166,656,19829
44167,1221,19829
44168,1227,19829
44169,1477,19829
44170,1581,19829
44171,1590,19829
44172,1650,19829
44173,1776,19829
44174,1793,19829
44175,1826,19829
44176,1905,19829
44177,2188,19829
44178,2373,19829
44179,2413,19829
44180,134,58555
44181,176,58555
44182,301,58555
44183,439,58555
44184,842,58555
44185,973,58555
44186,1083,58555
44187,1210,58555
44188,1504,58555
44189,1513,58555
44190,1586,58555
44191,1629,58555
44192,1648,58555
44193,1879,58555
44194,2024,58555
44195,2035,58555
44196,2065,58555
44197,2470,58555
44198,2524,58555
44199,2596,58555
44200,20,25305
44201,76,25305
44202,125,25305
44203,158,25305
44204,284,25305
44205,454,25305
44206,730,25305
44207,731,25305
44208,1227,25305
44209,1262,25305
44210,1319,25305
44211,1330,25305
44212,1338,25305
44213,1409,25305
44214,1418,25305
44215,1472,25305
44216,2181,25305
44217,2420,25305
44218,2604,25305
44219,2611,25305
44220,88,5959
44221,150,5959
44222,178,5959
44223,220,5959
44224,290,5959
44225,621,5959
44226,700,5959
44227,752,5959
44228,844,5959
44229,872,5959
44230,878,5959
44231,945,5959
44232,957,5959
44233,1234,5959
44234,1381,5959
44235,1573,5959
44236,1744,5959
44237,1770,5959
44238,2272,5959
44239,2409,5959
44240,227,5513
44241,255,5513
44242,271,5513
44243,282,5513
44244,437,5513
44245,471,5513
44246,777,5513
44247,1053,5513
44248,1160,5513
44249,1185,5513
44250,1297,5513
44251,1411,5513
44252,1424,5513
44253,1557,5513
44254,1778,5513
44255,2030,5513
44256,2164,5513
44257,2535,5513
44258,2545,5513
44259,2592,5513
44260,98,33665
44261,153,33665
44262,432,33665
44263,444,33665
44264,451,33665
44265,790,33665
44266,1136,33665
44267,1300,33665
44268,1422,33665
44269,1580,33665
44270,1673,33665
44271,1809,33665
44272,1826,33665
44273,1846,33665
44274,1921,33665
44275,2058,33665
44276,2387,33665
44277,2398,33665
44278,2480,33665
44279,2577,33665
44280,23,46788
44281,72,46788
44282,251,46788
44283,320,46788
44284,380,46788
44285,422,46788
44286,461,46788
44287,593,46788
44288,701,46788
44289,756,46788
44290,866,46788
44291,1301,46788
44292,1323,46788
44293,1374,46788
44294,1594,46788
44295,1720,46788
44296,2092,46788
44297,2227,46788
44298,2383,46788
44299,2470,46788
44300,45,24624
44301,153,24624
44302,355,24624
44303,489,24624
44304,577,24624
44305,605,24624
44306,852,24624
44307,936,24624
44308,1042,24624
44309,1081,24624
44310,1174,24624
44311,1204,24624
44312,1362,24624
44313,1652,24624
44314,1684,24624
44315,1720,24624
44316,1808,24624
44317,1880,24624
44318,2165,24624
44319,2262,24624
44320,56,61648
44321,59,61648
44322,143,61648
44323,524,61648
44324,924,61648
44325,935,61648
44326,980,61648
44327,1182,61648
44328,1401,61648
44329,1467,61648
44330,1570,61648
44331,1588,61648
44332,1770,61648
44333,1844,61648
44334,1945,61648
44335,2251,61648
44336,2306,61648
44337,2311,61648
44338,2383,61648
44339,2563,61648
44340,423,52088
44341,505,52088
44342,1018,52088
44343,1063,52088
44344,1135,52088
44345,1262,52088
44346,1675,52088
44347,1774,52088
44348,1783,52088
44349,1794,52088
44350,1796,52088
44351,1800,52088
44352,1801,52088
44353,1810,52088
44354,1822,52088
44355,1825,52088
44356,1826,52088
44357,1828,52088
44358,2124,52088
44359,2343,52088
44360,177,28880
44361,486,28880
44362,503,28880
44363,542,28880
44364,636,28880
44365,812,28880
44366,913,28880
44367,969,28880
44368,1434,28880
44369,1478,28880
44370,1607,28880
44371,1705,28880
44372,1775,28880
44373,1963,28880
44374,2314,28880
44375,2375,28880
44376,2492,28880
44377,2563,28880
44378,2573,28880
44379,2579,28880
44380,12,19090
44381,275,19090
44382,356,19090
44383,471,19090
44384,684,19090
44385,843,19090
44386,878,19090
44387,912,19090
44388,913,19090
44389,915,19090
44390,918,19090
44391,947,19090
44392,1046,19090
44393,1379,19090
44394,2023,19090
44395,2036,19090
44396,2050,19090
44397,2056,19090
44398,2425,19090
44399,2539,19090
44400,149,40100
44401,150,40100
44402,181,40100
44403,195,40100
44404,331,40100
44405,470,40100
44406,944,40100
44407,1088,40100
44408,1381,40100
44409,1386,40100
44410,1440,40100
44411,1866,40100
44412,1984,40100
44413,2069,40100
44414,2140,40100
44415,2141,40100
44416,2234,40100
44417,2282,40100
44418,2317,40100
44419,2383,40100
44420,399,2818
44421,449,2818
44422,902,2818
44423,1039,2818
44424,1041,2818
44425,1125,2818
44426,1133,2818
44427,1169,2818
44428,1206,2818
44429,1251,2818
44430,1335,2818
44431,1337,2818
44432,1620,2818
44433,1797,2818
44434,1995,2818
44435,2011,2818
44436,2200,2818
44437,2216,2818
44438,2389,2818
44439,2477,2818
44440,529,17667
44441,888,17667
44442,963,17667
44443,1078,17667
44444,1178,17667
44445,1202,17667
44446,1276,17667
44447,1281,17667
44448,1334,17667
44449,1338,17667
44450,1462,17667
44451,1616,17667
44452,1873,17667
44453,1931,17667
44454,2063,17667
44455,2078,17667
44456,2277,17667
44457,2378,17667
44458,2417,17667
44459,2468,17667
44460,6,19019
44461,56,19019
44462,58,19019
44463,189,19019
44464,407,19019
44465,1065,19019
44466,1132,19019
44467,1136,19019
44468,1544,19019
44469,1734,19019
44470,1855,19019
44471,2056,19019
44472,2058,19019
44473,2082,19019
44474,2160,19019
44475,2306,19019
44476,2318,19019
44477,2353,19019
44478,2403,19019
44479,2420,19019
44480,284,44645
44481,454,44645
44482,582,44645
44483,802,44645
44484,804,44645
44485,843,44645
44486,954,44645
44487,1132,44645
44488,1142,44645
44489,1182,44645
44490,1243,44645
44491,1251,44645
44492,1338,44645
44493,1854,44645
44494,1861,44645
44495,2070,44645
44496,2089,44645
44497,2273,44645
44498,2277,44645
44499,2298,44645
44500,164,40236
44501,220,40236
44502,254,40236
44503,387,40236
44504,438,40236
44505,444,40236
44506,477,40236
44507,506,40236
44508,639,40236
44509,672,40236
44510,835,40236
44511,861,40236
44512,878,40236
44513,1072,40236
44514,1381,40236
44515,1472,40236
44516,1744,40236
44517,1792,40236
44518,2378,40236
44519,2593,40236
44520,106,46825
44521,578,46825
44522,718,46825
44523,867,46825
44524,901,46825
44525,914,46825
44526,1243,46825
44527,1321,46825
44528,1332,46825
44529,1372,46825
44530,1478,46825
44531,1655,46825
44532,1673,46825
44533,1826,46825
44534,1966,46825
44535,2160,46825
44536,2165,46825
44537,2267,46825
44538,2367,46825
44539,2371,46825
44540,123,24863
44541,176,24863
44542,257,24863
44543,273,24863
44544,282,24863
44545,305,24863
44546,775,24863
44547,831,24863
44548,886,24863
44549,901,24863
44550,1509,24863
44551,1567,24863
44552,1783,24863
44553,1919,24863
44554,2152,24863
44555,2158,24863
44556,2248,24863
44557,2321,24863
44558,2327,24863
44559,2530,24863
44560,367,27280
44561,387,27280
44562,455,27280
44563,498,27280
44564,908,27280
44565,1529,27280
44566,1731,27280
44567,1747,27280
44568,1773,27280
44569,1774,27280
44570,1783,27280
44571,1794,27280
44572,1800,27280
44573,1801,27280
44574,1822,27280
44575,2254,27280
44576,2307,27280
44577,2334,27280
44578,2419,27280
44579,2551,27280
44580,72,28753
44581,317,28753
44582,452,28753
44583,485,28753
44584,884,28753
44585,1004,28753
44586,1153,28753
44587,1376,28753
44588,1389,28753
44589,1456,28753
44590,1466,28753
44591,1550,28753
44592,1573,28753
44593,1645,28753
44594,1703,28753
44595,1740,28753
44596,1839,28753
44597,1840,28753
44598,1963,28753
44599,2003,28753
44600,328,19761
44601,783,19761
44602,1070,19761
44603,1222,19761
44604,1354,19761
44605,1570,19761
44606,1576,19761
44607,1785,19761
44608,1788,19761
44609,1792,19761
44610,1798,19761
44611,1799,19761
44612,1803,19761
44613,1808,19761
44614,1809,19761
44615,1811,19761
44616,1943,19761
44617,2126,19761
44618,2173,19761
44619,2199,19761
44620,135,5362
44621,243,5362
44622,260,5362
44623,333,5362
44624,431,5362
44625,472,5362
44626,671,5362
44627,921,5362
44628,963,5362
44629,1086,5362
44630,1272,5362
44631,1283,5362
44632,1349,5362
44633,1371,5362
44634,1499,5362
44635,1588,5362
44636,1967,5362
44637,2017,5362
44638,2144,5362
44639,2470,5362
44640,17,11749
44641,278,11749
44642,649,11749
44643,682,11749
44644,732,11749
44645,902,11749
44646,1088,11749
44647,1163,11749
44648,1450,11749
44649,2013,11749
44650,2263,11749
44651,2271,11749
44652,2309,11749
44653,2323,11749
44654,2327,11749
44655,2331,11749
44656,2334,11749
44657,2337,11749
44658,2343,11749
44659,2584,11749
44660,4,42709
44661,23,42709
44662,65,42709
44663,78,42709
44664,113,42709
44665,137,42709
44666,151,42709
44667,161,42709
44668,604,42709
44669,918,42709
44670,1010,42709
44671,1127,42709
44672,1221,42709
44673,1228,42709
44674,1690,42709
44675,1826,42709
44676,1840,42709
44677,1961,42709
44678,2026,42709
44679,2458,42709
44680,227,17796
44681,248,17796
44682,403,17796
44683,884,17796
44684,1022,17796
44685,1025,17796
44686,1088,17796
44687,1120,17796
44688,1206,17796
44689,1537,17796
44690,1630,17796
44691,1651,17796
44692,1676,17796
44693,1726,17796
44694,1750,17796
44695,1795,17796
44696,2157,17796
44697,2167,17796
44698,2262,17796
44699,2411,17796
44700,597,60653
44701,743,60653
44702,800,60653
44703,1106,60653
44704,1120,60653
44705,1230,60653
44706,1287,60653
44707,1509,60653
44708,1580,60653
44709,1721,60653
44710,1749,60653
44711,1766,60653
44712,1767,60653
44713,1768,60653
44714,1871,60653
44715,1954,60653
44716,1984,60653
44717,2022,60653
44718,2070,60653
44719,2373,60653
44720,290,30987
44721,444,30987
44722,628,30987
44723,636,30987
44724,725,30987
44725,1152,30987
44726,1281,30987
44727,1370,30987
44728,1411,30987
44729,1521,30987
44730,1577,30987
44731,1593,30987
44732,1611,30987
44733,1759,30987
44734,1821,30987
44735,1854,30987
44736,1876,30987
44737,2051,30987
44738,2175,30987
44739,2284,30987
44740,81,16123
44741,198,16123
44742,342,16123
44743,453,16123
44744,494,16123
44745,539,16123
44746,828,16123
44747,993,16123
44748,1011,16123
44749,1281,16123
44750,1324,16123
44751,1418,16123
44752,1501,16123
44753,1590,16123
44754,1910,16123
44755,1938,16123
44756,1999,16123
44757,2108,16123
44758,2163,16123
44759,2548,16123
44760,44,5083
44761,48,5083
44762,101,5083
44763,105,5083
44764,266,5083
44765,512,5083
44766,646,5083
44767,885,5083
44768,1045,5083
44769,1091,5083
44770,1301,5083
44771,1344,5083
44772,2131,5083
44773,2273,5083
44774,2292,5083
44775,2503,5083
44776,2507,5083
44777,2550,5083
44778,2576,5083
44779,2585,5083
44780,50,1600
44781,68,1600
44782,119,1600
44783,205,1600
44784,220,1600
44785,265,1600
44786,444,1600
44787,472,1600
44788,512,1600
44789,646,1600
44790,835,1600
44791,935,1600
44792,1205,1600
44793,1254,1600
44794,1908,1600
44795,2026,1600
44796,2331,1600
44797,2378,1600
44798,2530,1600
44799,2615,1600
44800,274,61629
44801,297,61629
44802,467,61629
44803,536,61629
44804,563,61629
44805,653,61629
44806,660,61629
44807,722,61629
44808,866,61629
44809,890,61629
44810,891,61629
44811,892,61629
44812,941,61629
44813,1180,61629
44814,1447,61629
44815,1597,61629
44816,1980,61629
44817,2447,61629
44818,2520,61629
44819,2601,61629
44820,107,34373
44821,110,34373
44822,133,34373
44823,209,34373
44824,403,34373
44825,724,34373
44826,878,34373
44827,1149,34373
44828,1208,34373
44829,1272,34373
44830,1424,34373
44831,1569,34373
44832,1812,34373
44833,1835,34373
44834,2199,34373
44835,2477,34373
44836,2481,34373
44837,2501,34373
44838,2585,34373
44839,2597,34373
44840,111,12161
44841,250,12161
44842,270,12161
44843,456,12161
44844,466,12161
44845,526,12161
44846,527,12161
44847,669,12161
44848,677,12161
44849,762,12161
44850,770,12161
44851,789,12161
44852,953,12161
44853,1038,12161
44854,1451,12161
44855,1562,12161
44856,1582,12161
44857,2075,12161
44858,2164,12161
44859,2361,12161
44860,530,22703
44861,608,22703
44862,718,22703
44863,769,22703
44864,998,22703
44865,1226,22703
44866,1249,22703
44867,1475,22703
44868,1523,22703
44869,1653,22703
44870,2092,22703
44871,2096,22703
44872,2113,22703
44873,2114,22703
44874,2116,22703
44875,2123,22703
44876,2124,22703
44877,2126,22703
44878,2278,22703
44879,2436,22703
44880,4,55562
44881,353,55562
44882,863,55562
44883,1076,55562
44884,1192,55562
44885,1216,55562
44886,1239,55562
44887,1371,55562
44888,1377,55562
44889,1448,55562
44890,1871,55562
44891,1902,55562
44892,1922,55562
44893,2044,55562
44894,2106,55562
44895,2156,55562
44896,2169,55562
44897,2475,55562
44898,2495,55562
44899,2573,55562
44900,90,18727
44901,419,18727
44902,523,18727
44903,568,18727
44904,834,18727
44905,1202,18727
44906,1438,18727
44907,1590,18727
44908,1690,18727
44909,1792,18727
44910,1846,18727
44911,1853,18727
44912,2165,18727
44913,2263,18727
44914,2291,18727
44915,2300,18727
44916,2317,18727
44917,2338,18727
44918,2351,18727
44919,2354,18727
44920,141,3044
44921,199,3044
44922,356,3044
44923,436,3044
44924,797,3044
44925,817,3044
44926,839,3044
44927,851,3044
44928,1281,3044
44929,1296,3044
44930,1495,3044
44931,1610,3044
44932,1700,3044
44933,1879,3044
44934,1913,3044
44935,2202,3044
44936,2264,3044
44937,2375,3044
44938,2491,3044
44939,2515,3044
44940,98,24240
44941,394,24240
44942,444,24240
44943,565,24240
44944,718,24240
44945,737,24240
44946,881,24240
44947,1010,24240
44948,1281,24240
44949,1360,24240
44950,1521,24240
44951,1580,24240
44952,1723,24240
44953,1840,24240
44954,1848,24240
44955,1966,24240
44956,2108,24240
44957,2109,24240
44958,2279,24240
44959,2333,24240
44960,8,48506
44961,50,48506
44962,112,48506
44963,391,48506
44964,643,48506
44965,758,48506
44966,791,48506
44967,951,48506
44968,1007,48506
44969,1167,48506
44970,1182,48506
44971,1206,48506
44972,1375,48506
44973,1614,48506
44974,2023,48506
44975,2290,48506
44976,2345,48506
44977,2402,48506
44978,2423,48506
44979,2447,48506
44980,217,61820
44981,403,61820
44982,407,61820
44983,512,61820
44984,569,61820
44985,684,61820
44986,740,61820
44987,1281,61820
44988,1290,61820
44989,1301,61820
44990,1372,61820
44991,1409,61820
44992,1456,61820
44993,1755,61820
44994,2063,61820
44995,2079,61820
44996,2220,61820
44997,2241,61820
44998,2273,61820
44999,2395,61820
45000,224,14944
45001,243,14944
45002,360,14944
45003,444,14944
45004,794,14944
45005,1099,14944
45006,1183,14944
45007,1254,14944
45008,1379,14944
45009,1451,14944
45010,1493,14944
45011,1501,14944
45012,1504,14944
45013,1519,14944
45014,1611,14944
45015,1613,14944
45016,1722,14944
45017,1784,14944
45018,1838,14944
45019,2225,14944
45020,220,18397
45021,287,18397
45022,312,18397
45023,351,18397
45024,387,18397
45025,416,18397
45026,435,18397
45027,544,18397
45028,566,18397
45029,757,18397
45030,878,18397
45031,880,18397
45032,927,18397
45033,1265,18397
45034,1744,18397
45035,1751,18397
45036,1914,18397
45037,1952,18397
45038,1970,18397
45039,2372,18397
45040,552,36113
45041,567,36113
45042,770,36113
45043,914,36113
45044,1172,36113
45045,1681,36113
45046,1682,36113
45047,1688,36113
45048,1690,36113
45049,1696,36113
45050,1702,36113
45051,1706,36113
45052,1708,36113
45053,1720,36113
45054,1721,36113
45055,1731,36113
45056,1799,36113
45057,1988,36113
45058,2247,36113
45059,2526,36113
45060,470,34252
45061,507,34252
45062,622,34252
45063,656,34252
45064,818,34252
45065,954,34252
45066,1437,34252
45067,1508,34252
45068,1540,34252
45069,1586,34252
45070,1653,34252
45071,1683,34252
45072,1794,34252
45073,1801,34252
45074,1901,34252
45075,1927,34252
45076,2097,34252
45077,2306,34252
45078,2348,34252
45079,2502,34252
45080,44,48191
45081,126,48191
45082,220,48191
45083,512,48191
45084,535,48191
45085,569,48191
45086,571,48191
45087,595,48191
45088,646,48191
45089,732,48191
45090,852,48191
45091,1086,48191
45092,1270,48191
45093,1351,48191
45094,1492,48191
45095,1679,48191
45096,1869,48191
45097,2082,48191
45098,2249,48191
45099,2399,48191
45100,169,13279
45101,181,13279
45102,359,13279
45103,1007,13279
45104,1032,13279
45105,1566,13279
45106,1588,13279
45107,1609,13279
45108,1621,13279
45109,1627,13279
45110,1636,13279
45111,1707,13279
45112,1718,13279
45113,1734,13279
45114,1822,13279
45115,1851,13279
45116,2072,13279
45117,2158,13279
45118,2334,13279
45119,2355,13279
45120,31,8418
45121,302,8418
45122,389,8418
45123,486,8418
45124,697,8418
45125,769,8418
45126,792,8418
45127,1092,8418
45128,1138,8418
45129,1188,8418
45130,1581,8418
45131,1732,8418
45132,1773,8418
45133,1851,8418
45134,1968,8418
45135,2004,8418
45136,2065,8418
45137,2112,8418
45138,2357,8418
45139,2489,8418
45140,50,10966
45141,93,10966
45142,118,10966
45143,351,10966
45144,354,10966
45145,421,10966
45146,488,10966
45147,718,10966
45148,833,10966
45149,882,10966
45150,1147,10966
45151,1183,10966
45152,1186,10966
45153,1195,10966
45154,1992,10966
45155,2231,10966
45156,2375,10966
45157,2398,10966
45158,2416,10966
45159,2580,10966
45160,44,614
45161,149,614
45162,188,614
45163,202,614
45164,220,614
45165,438,614
45166,461,614
45167,512,614
45168,521,614
45169,535,614
45170,569,614
45171,653,614
45172,726,614
45173,1041,614
45174,1291,614
45175,1376,614
45176,1877,614
45177,2181,614
45178,2321,614
45179,2378,614
45180,53,2781
45181,157,2781
45182,512,2781
45183,637,2781
45184,646,2781
45185,732,2781
45186,802,2781
45187,943,2781
45188,1210,2781
45189,1330,2781
45190,1376,2781
45191,1594,2781
45192,1672,2781
45193,1690,2781
45194,1769,2781
45195,1966,2781
45196,2318,2781
45197,2321,2781
45198,2488,2781
45199,2507,2781
45200,44,47531
45201,134,47531
45202,198,47531
45203,220,47531
45204,444,47531
45205,608,47531
45206,718,47531
45207,815,47531
45208,967,47531
45209,1113,47531
45210,1189,47531
45211,1376,47531
45212,1453,47531
45213,1480,47531
45214,1756,47531
45215,1775,47531
45216,1948,47531
45217,1966,47531
45218,2058,47531
45219,2409,47531
45220,86,15375
45221,520,15375
45222,570,15375
45223,648,15375
45224,934,15375
45225,976,15375
45226,1028,15375
45227,1030,15375
45228,1094,15375
45229,1104,15375
45230,1176,15375
45231,1491,15375
45232,1517,15375
45233,1703,15375
45234,1957,15375
45235,2001,15375
45236,2094,15375
45237,2275,15375
45238,2305,15375
45239,2605,15375
45240,97,61964
45241,229,61964
45242,421,61964
45243,422,61964
45244,486,61964
45245,641,61964
45246,982,61964
45247,1101,61964
45248,1445,61964
45249,1665,61964
45250,1950,61964
45251,2056,61964
45252,2071,61964
45253,2276,61964
45254,2317,61964
45255,2322,61964
45256,2328,61964
45257,2369,61964
45258,2403,61964
45259,2536,61964
45260,44,22058
45261,119,22058
45262,284,22058
45263,454,22058
45264,571,22058
45265,672,22058
45266,773,22058
45267,794,22058
45268,804,22058
45269,1182,22058
45270,1215,22058
45271,1362,22058
45272,1573,22058
45273,1601,22058
45274,1771,22058
45275,2150,22058
45276,2183,22058
45277,2225,22058
45278,2277,22058
45279,2452,22058
45280,391,7975
45281,394,7975
45282,566,7975
45283,574,7975
45284,765,7975
45285,884,7975
45286,905,7975
45287,1011,7975
45288,1216,7975
45289,1281,7975
45290,1320,7975
45291,1334,7975
45292,1545,7975
45293,1846,7975
45294,1917,7975
45295,2182,7975
45296,2460,7975
45297,2472,7975
45298,2563,7975
45299,2569,7975
45300,231,41642
45301,274,41642
45302,294,41642
45303,530,41642
45304,1013,41642
45305,1107,41642
45306,1184,41642
45307,1311,41642
45308,1325,41642
45309,1459,41642
45310,1592,41642
45311,1619,41642
45312,1630,41642
45313,1683,41642
45314,2094,41642
45315,2116,41642
45316,2242,41642
45317,2357,41642
45318,2457,41642
45319,2494,41642
45320,13,42825
45321,57,42825
45322,58,42825
45323,226,42825
45324,328,42825
45325,391,42825
45326,394,42825
45327,507,42825
45328,539,42825
45329,551,42825
45330,760,42825
45331,807,42825
45332,951,42825
45333,974,42825
45334,1281,42825
45335,1513,42825
45336,1694,42825
45337,1719,42825
45338,1738,42825
45339,2393,42825
45340,3,29689
45341,118,29689
45342,284,29689
45343,322,29689
45344,454,29689
45345,565,29689
45346,804,29689
45347,811,29689
45348,828,29689
45349,1081,29689
45350,1171,29689
45351,1409,29689
45352,1472,29689
45353,1530,29689
45354,1612,29689
45355,1683,29689
45356,1755,29689
45357,2053,29689
45358,2263,29689
45359,2615,29689
45360,159,59230
45361,298,59230
45362,305,59230
45363,306,59230
45364,310,59230
45365,481,59230
45366,646,59230
45367,861,59230
45368,1115,59230
45369,1206,59230
45370,1670,59230
45371,1673,59230
45372,1681,59230
45373,1682,59230
45374,2075,59230
45375,2178,59230
45376,2400,59230
45377,2601,59230
45378,2603,59230
45379,2605,59230
45380,119,51352
45381,182,51352
45382,338,51352
45383,748,51352
45384,968,51352
45385,983,51352
45386,1058,51352
45387,1091,51352
45388,1092,51352
45389,1226,51352
45390,1333,51352
45391,1336,51352
45392,1385,51352
45393,1411,51352
45394,1519,51352
45395,1531,51352
45396,1649,51352
45397,2156,51352
45398,2248,51352
45399,2611,51352
45400,297,41252
45401,299,41252
45402,304,41252
45403,331,41252
45404,547,41252
45405,552,41252
45406,802,41252
45407,869,41252
45408,1150,41252
45409,1181,41252
45410,1222,41252
45411,1296,41252
45412,1306,41252
45413,1579,41252
45414,1938,41252
45415,2271,41252
45416,2284,41252
45417,2423,41252
45418,2441,41252
45419,2504,41252
45420,14,63594
45421,72,63594
45422,149,63594
45423,351,63594
45424,444,63594
45425,824,63594
45426,835,63594
45427,1305,63594
45428,1376,63594
45429,1395,63594
45430,1636,63594
45431,1648,63594
45432,1663,63594
45433,1826,63594
45434,1838,63594
45435,1839,63594
45436,1908,63594
45437,1998,63594
45438,2310,63594
45439,2507,63594
45440,11,14167
45441,123,14167
45442,284,14167
45443,454,14167
45444,512,14167
45445,740,14167
45446,804,14167
45447,810,14167
45448,835,14167
45449,942,14167
45450,1076,14167
45451,1332,14167
45452,1409,14167
45453,1508,14167
45454,1815,14167
45455,1881,14167
45456,2064,14167
45457,2342,14167
45458,2503,14167
45459,2615,14167
45460,199,2105
45461,254,2105
45462,771,2105
45463,1169,2105
45464,1281,2105
45465,1381,2105
45466,1583,2105
45467,1588,2105
45468,1594,2105
45469,1667,2105
45470,1696,2105
45471,1805,2105
45472,2015,2105
45473,2037,2105
45474,2082,2105
45475,2099,2105
45476,2272,2105
45477,2277,2105
45478,2434,2105
45479,2454,2105
45480,92,46032
45481,144,46032
45482,444,46032
45483,529,46032
45484,637,46032
45485,991,46032
45486,1037,46032
45487,1088,46032
45488,2016,46032
45489,2082,46032
45490,2202,46032
45491,2260,46032
45492,2272,46032
45493,2273,46032
45494,2277,46032
45495,2304,46032
45496,2311,46032
45497,2357,46032
45498,2370,46032
45499,2473,46032
45500,323,33639
45501,466,33639
45502,554,33639
45503,949,33639
45504,968,33639
45505,993,33639
45506,1068,33639
45507,1090,33639
45508,1375,33639
45509,1429,33639
45510,1431,33639
45511,1493,33639
45512,1566,33639
45513,1617,33639
45514,1663,33639
45515,1776,33639
45516,1848,33639
45517,1947,33639
45518,2397,33639
45519,2455,33639
45520,284,37815
45521,286,37815
45522,492,37815
45523,645,37815
45524,820,37815
45525,1102,37815
45526,1182,37815
45527,1210,37815
45528,1281,37815
45529,1290,37815
45530,1301,37815
45531,1508,37815
45532,1513,37815
45533,1571,37815
45534,1771,37815
45535,1823,37815
45536,1949,37815
45537,1960,37815
45538,2100,37815
45539,2235,37815
45540,183,12287
45541,541,12287
45542,624,12287
45543,706,12287
45544,979,12287
45545,985,12287
45546,1141,12287
45547,1486,12287
45548,1526,12287
45549,1778,12287
45550,1779,12287
45551,1782,12287
45552,1786,12287
45553,1788,12287
45554,1789,12287
45555,1790,12287
45556,1792,12287
45557,1793,12287
45558,1809,12287
45559,1994,12287
45560,298,47199
45561,347,47199
45562,396,47199
45563,599,47199
45564,674,47199
45565,736,47199
45566,891,47199
45567,1029,47199
45568,1540,47199
45569,1801,47199
45570,1840,47199
45571,1857,47199
45572,1859,47199
45573,1870,47199
45574,2134,47199
45575,2217,47199
45576,2306,47199
45577,2412,47199
45578,2451,47199
45579,2494,47199
45580,119,18186
45581,182,18186
45582,184,18186
45583,696,18186
45584,812,18186
45585,921,18186
45586,932,18186
45587,1062,18186
45588,1187,18186
45589,1217,18186
45590,1266,18186
45591,1607,18186
45592,1959,18186
45593,1993,18186
45594,2144,18186
45595,2203,18186
45596,2262,18186
45597,2355,18186
45598,2394,18186
45599,2541,18186
45600,112,9190
45601,143,9190
45602,192,9190
45603,447,9190
45604,457,9190
45605,596,9190
45606,797,9190
45607,1163,9190
45608,1185,9190
45609,1454,9190
45610,1737,9190
45611,1738,9190
45612,1742,9190
45613,1749,9190
45614,1809,9190
45615,2014,9190
45616,2260,9190
45617,2304,9190
45618,2312,9190
45619,2315,9190
45620,190,8329
45621,488,8329
45622,643,8329
45623,703,8329
45624,839,8329
45625,961,8329
45626,1166,8329
45627,1258,8329
45628,1401,8329
45629,1407,8329
45630,1422,8329
45631,1639,8329
45632,1664,8329
45633,1816,8329
45634,1957,8329
45635,1968,8329
45636,2048,8329
45637,2196,8329
45638,2282,8329
45639,2338,8329
45640,47,18526
45641,279,18526
45642,604,18526
45643,797,18526
45644,900,18526
45645,1321,18526
45646,1414,18526
45647,1564,18526
45648,1683,18526
45649,1769,18526
45650,1800,18526
45651,1801,18526
45652,2071,18526
45653,2262,18526
45654,2282,18526
45655,2330,18526
45656,2353,18526
45657,2479,18526
45658,2515,18526
45659,2559,18526
45660,220,61435
45661,290,61435
45662,438,61435
45663,444,61435
45664,555,61435
45665,827,61435
45666,905,61435
45667,1164,61435
45668,1355,61435
45669,1381,61435
45670,1403,61435
45671,1660,61435
45672,1683,61435
45673,1810,61435
45674,2058,61435
45675,2187,61435
45676,2272,61435
45677,2318,61435
45678,2393,61435
45679,2565,61435
45680,76,32547
45681,190,32547
45682,288,32547
45683,334,32547
45684,426,32547
45685,641,32547
45686,756,32547
45687,802,32547
45688,847,32547
45689,855,32547
45690,874,32547
45691,1124,32547
45692,1252,32547
45693,1556,32547
45694,1638,32547
45695,1765,32547
45696,1859,32547
45697,2019,32547
45698,2373,32547
45699,2431,32547
45700,100,40937
45701,149,40937
45702,150,40937
45703,331,40937
45704,476,40937
45705,509,40937
45706,551,40937
45707,710,40937
45708,790,40937
45709,838,40937
45710,869,40937
45711,952,40937
45712,1009,40937
45713,1179,40937
45714,1748,40937
45715,2138,40937
45716,2173,40937
45717,2199,40937
45718,2497,40937
45719,2537,40937
45720,119,26131
45721,149,26131
45722,188,26131
45723,235,26131
45724,336,26131
45725,441,26131
45726,835,26131
45727,941,26131
45728,1184,26131
45729,1504,26131
45730,1570,26131
45731,1572,26131
45732,1713,26131
45733,1961,26131
45734,2182,26131
45735,2248,26131
45736,2263,26131
45737,2271,26131
45738,2302,26131
45739,2382,26131
45740,3,17368
45741,11,17368
45742,309,17368
45743,323,17368
45744,497,17368
45745,993,17368
45746,1157,17368
45747,1414,17368
45748,1418,17368
45749,1455,17368
45750,1513,17368
45751,1650,17368
45752,1673,17368
45753,1992,17368
45754,2118,17368
45755,2134,17368
45756,2312,17368
45757,2323,17368
45758,2336,17368
45759,2602,17368
45760,4,14447
45761,91,14447
45762,284,14447
45763,454,14447
45764,512,14447
45765,804,14447
45766,1243,14447
45767,1486,14447
45768,1604,14447
45769,1686,14447
45770,1747,14447
45771,1829,14447
45772,1908,14447
45773,2061,14447
45774,2152,14447
45775,2244,14447
45776,2290,14447
45777,2426,14447
45778,2531,14447
45779,2615,14447
45780,44,10940
45781,50,10940
45782,74,10940
45783,117,10940
45784,119,10940
